id,word,definition,length,releaseDate
366,dang,"başta, kaslarda ve oynaklarda ağrılar yapan, vücutta kızıl lekeler gösteren, ateşli ve salgın bir hastalık",4,2023-08-13
367,sorti,elektrik tesisatında lamba veya fiş konacak kolların her biri,5,2023-08-13
368,içlem,bir nesnenin içeriğini oluşturan şey,5,2023-08-13
369,benlik,"kendi kişiliğine önem verme, kişiliğini üstün görme, kibir, gurur",6,2023-08-13
370,zamklı,üstüne zamk sürülmüş,6,2023-08-13
371,zilkade,ay takviminin on birinci ayı,7,2023-08-13
372,vurmalı,vurularak çalınan (çalgı),7,2023-08-13
373,telaşsız,"telaş etmeyen, telaş göstermeyen, soğukkanlı",8,2023-08-13
374,kılgısal,uygulamalı,8,2023-08-13
375,kilohertz,bir saniyede bin titreşimi olan elektromanyetik dalga boyu ölçüsü birimi,9,2023-08-13
376,uzatılmak,uzatma işi yapılmak,9,2023-08-13
377,telekinezi,uza devim,10,2023-08-13
378,çakabilmek,çakma becerisi bulunmak,10,2023-08-13
379,ziya,işık,4,2023-08-14
380,bana,ben zamirinin yönelme durumu eki almış biçimi,4,2023-08-14
381,doğru,karşı yönünce,5,2023-08-14
382,polis,"şehirde kamu düzenini, huzur ve güvenliği sağlayan kuruluş, kolluk, zabıta",5,2023-08-14
383,diğeri,"ötekisi, başkası",6,2023-08-14
384,tonton,"sevimli, hoş (kimse)",6,2023-08-14
385,sürpriz,şaşırtı,7,2023-08-14
386,kifayet,"bir işi yapabilecek yetenekte olma, yeterlik, liyakat",7,2023-08-14
387,haksızca,"hakka, adalete uymayan",8,2023-08-14
388,zehirsiz,zehri olmayan,8,2023-08-14
389,inekçilik,i̇nekçi olma durumu,9,2023-08-14
390,haşlanmak,kaynar su vb. ile yanmak,9,2023-08-14
391,gönülsüzce,"i̇steksiz bir biçimde, istemeyerek",10,2023-08-14
392,ferahlamak,"genişlemek, açılmak",10,2023-08-14
393,ödül,"bir başarı karşılığında verilen armağan, mükâfat",4,2023-08-15
394,para,kuruşun kırkta biri,4,2023-08-15
395,telif,yazarın kendisinin kaleme aldığı,5,2023-08-15
396,humma,sıtma nöbeti,5,2023-08-15
397,acayip,"sağduyuya, göreneğe, olağana aykırı, garip, tuhaf, yadırganan, yabansı",6,2023-08-15
398,merkat,"mezar, kabir",6,2023-08-15
399,neşesiz,"sevinçsiz, keyifsiz bir biçimde",7,2023-08-15
400,çöküntü,"çöken şeylerin kalıntısı, enkaz",7,2023-08-15
401,tefevvuk,"üstünlük, üstün gelme",8,2023-08-15
402,külliyet,"bütünlük, tümlük",8,2023-08-15
403,fingirdek,"aşırı derecede oynak ve kırıtkan, cilveli (kadın)",9,2023-08-15
404,atabilmek,atmaya gücü yetmek,9,2023-08-15
405,perspektif,görünge,10,2023-08-15
406,yaptırtmak,"yapmasını sağlamak, yapmasına sebep olmak",10,2023-08-15
407,bluz,"vücudun üst bölümüne giyilen, genellikle ince kumaştan yapılan veya iplikten örülen kadın giysisi",4,2023-08-16
408,faal,"çok çalışan, çalışkan, canlı, hareketli, aktif",4,2023-08-16
409,dizge,"bir bütün oluşturacak biçimde birbirine bağlı ögelerin bütünü, manzume, sistem",5,2023-08-16
410,mavna,"gemilere ve yakın kıyılara yük taşıyan, güvertesiz büyük tekne",5,2023-08-16
411,teorem,mantıksal usa vurma ile kanıtlanan önermenin veya özelliğin bildirimi,6,2023-08-16
412,teslis,"üçe çıkarma, üçleme",6,2023-08-16
413,tanjant,"başka bir çizgiye, eğriye veya yüzeye dokunan fakat onu kesmeyen çizgi, eğri veya yüzey",7,2023-08-16
414,değimli,liyakatli,7,2023-08-16
415,iftarlık,i̇ftarda yenmeye elverişli,8,2023-08-16
416,omurilik,"omurga içinde bulunan kanal boyunca uzanan, boz madde ve ak maddeden oluşan sinir dokusu, murdarilik",8,2023-08-16
417,emebilmek,emme ihtimali veya imkânı bulunmak,9,2023-08-16
418,hardaliye,i̇çine hardal katılarak yapılan üzüm şırası,9,2023-08-16
419,mercanköşk,"ballıbabagillerden, küçük yapraklı, güzel kokulu bir saksı bitkisi, şile, yayla kekiği, merzengûş (origanum majorana)",10,2023-08-16
420,iskontosuz,i̇ndirimsiz,10,2023-08-16
421,taze,"yeni, zamanı geçmemiş",4,2023-08-17
422,uçuk,"hafif, belirsiz",4,2023-08-17
423,fitne,"karışıklık, kargaşa",5,2023-08-17
424,fonda,gemiler için demir atma komutu,5,2023-08-17
425,aynacı,"hileci, işine hile karıştıran kimse",6,2023-08-17
426,pörsük,"gevşeyip sarkmış, yıpranmış",6,2023-08-17
427,girinti,düz bir yüzeyde bulunan içeri girmiş bölüm,7,2023-08-17
428,baskıcı,i̇şlenecek kumaşlar üzerine kalıplara resim basan kimse,7,2023-08-17
429,kafatası,"i̇nsanda ve omurgalılarda içinde beyin bulunan, başın kemik bölümü",8,2023-08-17
430,asteğmen,orduda en küçük rütbeli subay,8,2023-08-17
431,tedarikçi,gerekli malzemeyi sağlayan kimse,9,2023-08-17
432,palikarya,yunan,9,2023-08-17
433,hizipçilik,"örgütlenmiş bir topluluğun içinde bütünlüğü bozacak biçimde yeni bir topluluk oluşturma, klikçilik",10,2023-08-17
434,fahrenhayt,"erimekte olan buzun sıcaklığını 32 °c, kaynar suyun buhar sıcaklığını 212 °c'de gösterebilecek biçimde derecelenmiş bulunan bir termometre türü",10,2023-08-17
435,azık,"gereken yiyecek ve içecek şeyler, nevale",4,2023-08-18
436,bula,"yenge, amca veya dayı karısı",4,2023-08-18
437,davar,koyun ve keçiye verilen ortak ad,5,2023-08-18
438,örgün,bir işi gerçekleştirmek amacıyla türlü ve düzenli görevler yapan organlardan oluşan,5,2023-08-18
439,teşrin,yılın onuncu ve on birinci aylarına verilen ortak ad,6,2023-08-18
440,bombok,"çok kötü, çok berbat",6,2023-08-18
441,nezaret,"bakma, gözetme, gözetim",7,2023-08-18
442,kafasız,"düşünüşü, anlayışı ve kavrayışı kıt olan, anlayışsız, kavrayışsız",7,2023-08-18
443,züppelik,"züppeye yakışır davranış, snopluk, snobizm",8,2023-08-18
444,tavizsiz,ödünsüz,8,2023-08-18
445,içebilmek,i̇çme becerisi bulunmak,9,2023-08-18
446,bağcıksız,"bağı olmayan, bağsız",9,2023-08-18
447,kiralanmak,kiraya verilmek,10,2023-08-18
448,bitivermek,beklenmedik bir anda ortaya çıkmak,10,2023-08-18
449,vahi,"boş, saçma",4,2023-08-19
450,ecel,"hayatın sonu, ölüm zamanı",4,2023-08-19
451,ümmet,"hz. muhammed'e inanarak, onun yaptıklarını ve söylediklerini uygulayarak çevresinde toplanan müslümanların tümü",5,2023-08-19
452,şahin,"kartalgillerden, avrupa ve asya'nın dağ, orman ve çalılıklarında yaşayan, 50-55 santimetre uzunluğunda yırtıcı bir kuş (buteo buteo)",5,2023-08-19
453,tasrih,belirtme,6,2023-08-19
454,içecek,"i̇çilen her şey, meşrubat",6,2023-08-19
455,tahtacı,"orman işletmelerinin izni doğrultusunda ağaçları işleyen, budayan, doğrayan kişi",7,2023-08-19
456,topluca,vücutça biraz dolgun,7,2023-08-19
457,temelsiz,"gerçek veya sağlam olmayan, asılsız, yanlış",8,2023-08-19
458,sancısız,sıkıntısız,8,2023-08-19
459,kontratak,karşı akın,9,2023-08-19
460,kanırtmak,büküp zorlayarak yerinden oynatmak,9,2023-08-19
461,doğrultmak,yöneltmek,10,2023-08-19
462,diyetisyen,diyet uzmanı,10,2023-08-19
463,hami,koruyucu,4,2023-08-20
464,şavk,işık,4,2023-08-20
465,vaşak,"kedigillerden, kulakları sivri, dişleri ve tırnakları keskin, kürkünden yararlanılan, yırtıcı bir hayvan (lynx lynx)",5,2023-08-20
466,irsal,gönderme,5,2023-08-20
467,ayrıca,"ayrı olarak, başkaca, antrparantez",6,2023-08-20
468,derman,"çıkar yol, çare",6,2023-08-20
469,genelge,"yasa ve yönetmeliklerin uygulanmasında yol göstermek, herhangi bir konuda aydınlatmak, dikkat çekmek üzere ilgililere gönderilen yazı, tamim, sirküler",7,2023-08-20
470,hinoğlu,kurnaz,7,2023-08-20
471,muzdarip,izdırap ve acı çeken,8,2023-08-20
472,turbalık,"göl ve bataklıklarda yetişen bitkilerin, özellikle sfagnumun çürümesi ve kömürleşmesiyle oluşan turba yatağı",8,2023-08-20
473,neşretmek,"yaymak, dağıtmak, saçmak",9,2023-08-20
474,değdirmek,"değmesini sağlamak, değmesine yol açmak",9,2023-08-20
475,yüzergezer,"karada olduğu gibi suda da kullanılabilen (araba, tank, uçak vb. araç), amfibi",10,2023-08-20
476,termosifon,"sıcak su elde edilen, bir kazan ve içindeki borulardan oluşmuş araç",10,2023-08-20
477,izah,açıklama,4,2023-08-21
478,etap,aşama,4,2023-08-21
479,yerli,"amerika, avustralya ve afrika'nın uygarlıktan uzak, ilkel biçimde yaşayan kimi halklarına verilen ad",5,2023-08-21
480,sınav,"direnme, dayanışma, güç gerektiren, sonuçta bir deneyim kazandıran zor durum",5,2023-08-21
481,ziyalı,işıklı,6,2023-08-21
482,ocaklı,"ocağı olan, içinde ocağı bulunan",6,2023-08-21
483,isteyiş,i̇steme işi,7,2023-08-21
484,domates,bu bitkinin yenilen kırmızı veya yeşil ürünü,7,2023-08-21
485,dökülmek,"çok eskimiş olmak, değerini ve güzelliğini yitirmek",8,2023-08-21
486,bahçelik,bahçe özelliği taşıyan,8,2023-08-21
487,taşkınlık,taşkınca davranış,9,2023-08-21
488,güldürücü,"gülmeyi sağlayan, gülmeye yol açan, komik",9,2023-08-21
489,kazıklamak,"bir malı, bir kimseye değerinden çok pahalıya satmak, alışverişte aldatmak",10,2023-08-21
490,imalathane,"ham maddeleri işleyerek piyasaya çıkacak duruma getiren iş yeri, yapımevi",10,2023-08-21
491,iare,"eğreti, ödünç",4,2023-08-22
492,fötr,bu keçeden yapılmış (şapka),4,2023-08-22
493,susuz,su olmadan,5,2023-08-22
494,şifon,bu kumaştan yapılmış,5,2023-08-22
495,merkep,eşek,6,2023-08-22
496,kümbet,"damı koni veya piramit biçiminde olan, yuvarlak veya köşeli yapı",6,2023-08-22
497,şişhane,namlusu altı yivli tüfek veya top,7,2023-08-22
498,esvaplı,giysili,7,2023-08-22
499,mürettep,"gizli bir amaçla düzenlenmiş, yapılmış (iş)",8,2023-08-22
500,mikrofon,elektrik akımı etkisiyle sesi uzakta bulunan alıcıya ulaştıran araç,8,2023-08-22
501,sağaltıcı,tedavici,9,2023-08-22
502,hallolmak,"çözümlenmek, sonuçlanmak",9,2023-08-22
503,alelacayip,"çok acayip, bambaşka",10,2023-08-22
504,astronomik,gök bilimsel,10,2023-08-22
505,koro,tek veya çok sesli olarak yazılmış bir müzik eserini seslendirmek için bir araya gelen topluluk,4,2023-08-23
506,skif,i̇çine yalnız kürek çekenin girebildiği çok uzun ve çok dar yarış kayığı,4,2023-08-23
507,arşın,yaklaşık 68 santimetreye eşit olan uzunluk ölçüsü,5,2023-08-23
508,tutuk,"durgun, çekingen, sıkılgan",5,2023-08-23
509,dökmek,"maden, mum eriyiği veya çimento, alçı vb.ni kalıba akıtarak biçim vermek, döküm yapmak",6,2023-08-23
510,fiskos,başkalarının duyamayacağı biçimde gizli ve alçak sesle konuşma,6,2023-08-23
511,cıvıklı,"bel ve kaburga etlerinin domates, soğan ve biberle karıştırılıp fırında pişirilmesiyle yapılan bir pide türü",7,2023-08-23
512,patates,"patlıcangillerden, yaprakları ve sürgünleri acı bir bitki (solanum tuberosum)",7,2023-08-23
513,yeniçeri,kapı kulu teşkilatının piyade sınıfı,8,2023-08-23
514,sallamak,beklenmedik bir başarı kazanmak,8,2023-08-23
515,haykırmak,"çağırmak, seslenmek",9,2023-08-23
516,sembolist,simgeci,9,2023-08-23
517,yağabilmek,yağma ihtimali veya imkânı bulunmak,10,2023-08-23
518,dalgalanma,"koşu duruşunda, dizlerin hafif bükülmesinden ve kolların gevşek olarak öne yukarı doğru kaldırılmasından sonra, dizlerin gerilerek gövdenin doğrulmasıyla vücudun diz, kalça, bel, sırt, baş ve kollarda geliştirdiği bir dalga hareketi",10,2023-08-23
519,foya,parıltısını artırmak için elmas taşlarının altlarına konan ince metal yaprak,4,2023-08-24
520,elim,acıklı,4,2023-08-24
521,turşu,"bitkin, yorgun",5,2023-08-24
522,şanlı,"tanınmış, ünlü",5,2023-08-24
523,modacı,moda işleriyle uğraşan kimse,6,2023-08-24
524,işemek,"i̇drar torbasında biriken sidiği dışarı atmak, çiş yapmak",6,2023-08-24
525,boyasız,renksiz,7,2023-08-24
526,talimat,yönerge,7,2023-08-24
527,sempatik,sıcakkanlı,8,2023-08-24
528,takdimci,sunucu,8,2023-08-24
529,yankesici,"bir kimsenin cebinden, çantasından ustalıkla, hissettirmeden bir şeyler çalan kimse, cep faresi, tırtıkçı",9,2023-08-24
530,tavsiyeli,"kayırılması istenen, kayırılan",9,2023-08-24
531,müteferrik,"ayrılmış, dağınık",10,2023-08-24
532,çalkalamak,"tahılı sarsarak kalburdan geçirmek, elemek",10,2023-08-24
533,taya,dadı,4,2023-08-25
534,züht,takva,4,2023-08-25
535,dönem,"belli özellikleri olan zaman parçası, periyot",5,2023-08-25
536,susam,süsen,5,2023-08-25
537,tarife,taşıtların gidiş geliş zamanlarını gösteren çizelge,6,2023-08-25
538,hercai,"hiçbir şeyde kararlı olmayan veya konudan konuya geçiveren (kimse), yeltek, gelgeç",6,2023-08-25
539,nalıncı,takunyacı,7,2023-08-25
540,besalet,"yiğitlik, yararlılık",7,2023-08-25
541,suratsız,somurtkan,8,2023-08-25
542,dolapsız,dolabı olmayan,8,2023-08-25
543,korkutmak,korkmasına yol açmak,9,2023-08-25
544,kiloamper,değeri bin amper olan akım şiddeti birimi,9,2023-08-25
545,aşağılamak,değerinden düşük göstermek,10,2023-08-25
546,gömebilmek,gömme ihtimali veya imkânı bulunmak,10,2023-08-25
547,filo,"toplu olarak aynı hizmeti yapan ve bir merkezden yönetilen kara, deniz ve hava taşıtlarına verilen ad",4,2023-08-26
548,afiş,"bir şeyi duyurmak veya tanıtmak için hazırlanan, kalabalığın görebileceği yere asılmış, genellikle resimli duvar ilanı, ası",4,2023-08-26
549,pisik,kedi,5,2023-08-26
550,kavas,elçilik veya konsolosluklarda görev yapan hizmetli,5,2023-08-26
551,piçlik,piç olma durumu,6,2023-08-26
552,taslak,eskiz,6,2023-08-26
553,bürudet,soğukluk,7,2023-08-26
554,muhtevi,"i̇htiva eden, içine alan, kapsayan, içinde bulunduran",7,2023-08-26
555,tedirgin,"rahatı, huzuru kaçmış, bizar",8,2023-08-26
556,yedirmek,bir kimseye rüşvet vermek,8,2023-08-26
557,katiyetle,kesinlikle,9,2023-08-26
558,lalüebkem,"dili tutulmuş, konuşamaz duruma gelmiş, dilsiz",9,2023-08-26
559,süzebilmek,süzme ihtimali veya imkânı bulunmak,10,2023-08-26
560,mütekellim,"söyleyen, konuşan",10,2023-08-26
561,neşe,"mutlu olmaktan doğan ve dışa vurulan sevinç, şetaret",4,2023-08-27
562,abli,"yatay serenlerin ucuna bağlı bulunan ve bunları sağa, sola veya ortaya çevirmek için yararlanılan halat veya palanga",4,2023-08-27
563,metan,"çürümekte olan karbonlu maddelerden çıkan, havada sarı bir alevle yanan, renksiz bir gaz, bataklık gazı (ch4)",5,2023-08-27
564,hasıl,"olan, ortaya çıkan, görünen",5,2023-08-27
565,ibaret,"oluşan, meydana gelen",6,2023-08-27
566,lavman,bu iş için kullanılan alet ve sıvı,6,2023-08-27
567,gerekli,"yapılması, olması veya bulunması uygun olan, yerinde olan, lüzumlu, vacip, mukteza, zaruri",7,2023-08-27
568,müzevir,arabozan,7,2023-08-27
569,bugünlük,bugün için,8,2023-08-27
570,gardenya,bu ağaççığın güzel kokulu çiçeği,8,2023-08-27
571,ölüvermek,ansızın ölmek,9,2023-08-27
572,iltihaplı,yangılı,9,2023-08-27
573,tıksırıklı,rahatsız,10,2023-08-27
574,hazırcevap,"gerektiğinde çabuk, yerinde cevaplar bulup veren (kimse)",10,2023-08-27
575,snop,züppe,4,2023-08-28
576,eşit,"yapı, değer, boyut, nicelik ve nitelik bakımından birbirinden ne artık ne eksik olmayan (iki veya daha çok şey), müsavi",4,2023-08-28
577,foroz,bir ağ atılışında çıkarılan balık miktarı,5,2023-08-28
578,düşes,dükün karısı,5,2023-08-28
579,hiçten,"çok değersiz, önemsiz",6,2023-08-28
580,batmak,hoşa gitmeyen bir duruma uğramak,6,2023-08-28
581,şatafat,görkem,7,2023-08-28
582,komando,özel yetiştirilmiş askerlerden oluşan birlik,7,2023-08-28
583,istikraz,borçlanma,8,2023-08-28
584,höşmerim,"tuzsuz taze peynir, nişasta, pirinç unu konularak yapılan bir tatlı türü",8,2023-08-28
585,entrikacı,düzenci,9,2023-08-28
586,esinlemek,"birine esin duymasını sağlamak, ilham vermek",9,2023-08-28
587,nakışçılık,nakış yapma işi,10,2023-08-28
588,koreografi,"defile, müzikli gösteri vb. gösterilerdeki programın genel hatları",10,2023-08-28
589,imam,cemaate namaz kıldıran kimse,4,2023-08-29
590,cici,"sevimli, cana yakın, hoş, güzel, hoşa giden",4,2023-08-29
591,muhit,"çevre, yöre, etraf",5,2023-08-29
592,kebap,"kavrulmuş, kızarmış",5,2023-08-29
593,bilinç,"i̇nsanın kendisini ve çevresini tanıma yeteneği, şuur",6,2023-08-29
594,tentür,alkolün bir veya birden çok bitki üstündeki eritici etkisi sonucu elde edilen sıvı ilaç,6,2023-08-29
595,ağlayış,ağlama işi,7,2023-08-29
596,riyaset,başkanlık,7,2023-08-29
597,beynamaz,namaz kılmayan (kimse),8,2023-08-29
598,tebessüm,gülümseme,8,2023-08-29
599,örselemek,"yıpratmak, eskitmek, hırpalamak, zedelemek",9,2023-08-29
600,girdirmek,girme işini yaptırmak,9,2023-08-29
601,gidebilmek,gitme ihtimali veya imkânı bulunmak,10,2023-08-29
602,işkillenme,"i̇şkilli duruma gelme, pirelenme",10,2023-08-29
603,düze,doz,4,2023-08-30
604,pata,"oyunda yenen ve yenilen olmaması, berabere kalma",4,2023-08-30
605,katma,"katılmış, eklenmiş, ulanmış, munzam",5,2023-08-30
606,lüfer,"eti ve karnı beyaz, sırtı koyu, hafif pullu, kemikli bir balık (pomatomus saltatrix)",5,2023-08-30
607,talkım,"ana sapın bir çiçekle sonuçlandığı, büyümeyi yan sapların sürdürdüğü bir tür uzama biçimi",6,2023-08-30
608,kıtaat,asker birlikleri,6,2023-08-30
609,akrobat,cambaz,7,2023-08-30
610,kumbaşı,kumsal,7,2023-08-30
611,seciyeli,"sağlam karakterli, kendisine güvenilir (kimse)",8,2023-08-30
612,söylenti,"ağızdan ağıza dolaşan, kesinlik kazanmayan haber, rivayet",8,2023-08-30
613,topraksız,ekecek toprağı olmayan (köylü),9,2023-08-30
614,kaptırmak,"vücudun herhangi bir organı, bir kaza sonucunda makine tarafından ezilmek veya koparılmak",9,2023-08-30
615,ihbarcılık,muhbirlik,10,2023-08-30
616,ciğerdeldi,bu delikleri açmakta kullanılan ucu sivri küçük araç,10,2023-08-30
617,ayin,"dinî tören, ritüel",4,2023-08-31
618,ödem,"dokularda, hücreler arası boşluklarda aşırı miktarda sıvı birikmesi.",4,2023-08-31
619,facia,"çok üzüntü veren, acıklı olay, afet",5,2023-08-31
620,makak,güneydoğu asya'da yaşayan kuyruklu bir maymun (macacus),5,2023-08-31
621,cerrar,dilenci,6,2023-08-31
622,tatbik,uygulama,6,2023-08-31
623,asırlık,yüzyıllık,7,2023-08-31
624,müellif,yazar,7,2023-08-31
625,kapakçık,küçük kapak,8,2023-08-31
626,toplamak,devşirmek,8,2023-08-31
627,örttürmek,örtme işini yaptırmak,9,2023-08-31
628,soydurmak,soyma işini yaptırmak,9,2023-08-31
629,atraksiyon,eğlendiri,10,2023-08-31
630,hemencecik,çabucak,10,2023-08-31
631,trap,sahnede yerde bulunan kapak,4,2023-09-01
632,etil,organik birleşiklerin birleşimine giren karbon ve hidrojen atomları grubu,4,2023-09-01
633,çınar,"i̇ki çeneklilerden, 30 metreye kadar uzayabilen, gövdesi kalın, uzun ömürlü, geniş yapraklı bir ağaç (platanus)",5,2023-09-01
634,tekli,tek yataklı otel odası,5,2023-09-01
635,galebe,"üstünlük, çokluk",6,2023-09-01
636,inanca,güvence,6,2023-09-01
637,müeccel,"i̇leriye atılmış, ertelenmiş",7,2023-09-01
638,ışıldak,"parlayan, ışıltılı",7,2023-09-01
639,seksolog,cinsellik bilimci,8,2023-09-01
640,fethediş,fethetme işi,8,2023-09-01
641,formalist,bürokrat,9,2023-09-01
642,sünnetsiz,sünnet edilmemiş olan,9,2023-09-01
